Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kantucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
2021,11306,356,17344,5869,61924,6820,8263,1679,37025,20360,140,503,2125,24330,13745,6102,5140,7203,10660,854,9677,17682,20808,7596,7369,9789,1651,2377,5622,1357,26322,4312,52895,13252,1554,20122,7325,2718,27526,2717,9776,2026,12398,51283,2305,256,11307,5522,2872,7706,734
2021,11306,356,17355,5874,61961,6832,8263,1679,37025,20381,140,503,2125,24358,13745,6103,5158,7205,10670,854,9683,17698,20835,7605,7371,9792,1651,2377,5622,1357,26324,4318,52906,13268,1554,20122,7325,2719,27540,2719,9780,2027,12398,51326,2308,256,11318,5535,2876,7707,734
2021,11311,356,17360,5874,62016,6833,8265,1682,37161,20421,140,503,2138,24389,13746,6109,5158,7210,10677,854,9686,17698,20848,7610,7371,9811,1652,2378,5622,1360,26327,4318,52914,13287,1554,20122,7325,2724,27543,2722,9790,2027,12398,51366,2311,256,11328,5547,2876,7712,734
2021,11311,356,17367,5874,62065,6833,8266,1683,37206,20454,140,503,2142,24410,13752,6109,5161,7218,10688,854,9688,17712,20848,7611,7371,9814,1655,2494,5626,1360,26330,4318,52927,13287,1554,20166,7325,2729,27566,2722,9790,2027,12398,51381,2311,256,11330,5547,2876,7712,734
2021,11328,356,17391,5876,62169,6840,8270,1683,37265,20481,140,504,2142,24443,13763,6109,5161,7222,10688,854,9689,17722,20848,7616,7378,9819,1657,2495,5631,1360,26334,4328,52942,13287,1554,20166,7354,2746,27582,2722,9786,2027,12403,51410,2311,256,11336,5547,2876,7712,734
2021,11328,357,17407,5884,62211,6852,8270,1691,37265,20481,140,504,2145,24483,13764,6112,5163,7224,10688,856,9695,17742,20884,7620,7390,9821,1661,2495,5635,1360,26345,4332,52958,13311,1557,20166,7354,2751,27597,2722,9790,2027,12405,51453,2313,256,11342,5555,2878,7726,734
2021,11336,357,17409,5887,62270,6856,8270,1693,37265,20481,140,507,2147,24524,13766,6114,5163,7225,10693,856,9698,17747,20897,7624,7390,9832,1662,2495,5642,1363,26352,4334,52968,13316,1557,20166,7354,2756,27612,2722,9792,2027,12412,51516,2316,256,11343,5575,2879,7732,740
2021,11336,357,17409,5890,62310,6866,8269,1693,37330,20493,141,508,2147,24546,13795,6115,5163,7225,10699,858,9703,17753,20900,7629,7391,9832,1662,2497,5649,1364,26364,4336,52977,13333,1558,20213,7354,2759,27612,2722,9792,2029,12415,51572,2318,256,11351,5586,2891,7734,740
2021,11336,357,17428,5893,62332,6876,8271,1693,37393,20544,141,510,2147,24577,13795,6117,5165,7227,10709,858,9707,17772,20931,7638,7395,9836,1662,2500,5649,1364,26368,4337,52993,13339,1558,20213,7354,2759,27621,2723,9792,2029,12415,51625,2319,256,11360,5598,2897,7745,740
2021,11338,357,17430,5893,62363,6876,8271,1694,37448,20572,141,510,2147,24590,13799,6120,5165,7236,10717,858,9707,17779,20945,7642,7395,9848,1662,2504,5649,1366,26372,4337,52995,13359,1559,20213,7354,2759,27623,2723,9801,2030,12415,51660,2319,256,11367,5609,2899,7748,740
2021,11338,357,17438,5893,62468,6881,8274,1694,37448,20603,141,510,2151,24617,13811,6124,5175,7240,10723,858,9707,17794,20945,7643,7395,9856,1665,2512,5646,1367,26374,4337,53009,13359,1559,20281,7354,2764,27655,2724,9804,2030,12423,51672,2323,256,11368,5609,2899,7748,740
2021,11352,357,17447,5897,62573,6885,8275,1694,37555,20628,141,510,2154,24640,13816,6125,5175,7242,10723,858,9715,17802,20945,7648,7401,9858,1665,2512,5653,1367,26377,4338,53017,13359,1559,20281,7384,2775,27662,2724,9804,2030,12433,51673,2323,256,11378,5609,2899,7749,740
2021,11352,360,17459,5905,62626,6899,8275,1694,37555,20628,141,510,2156,24671,13819,6131,5182,7247,10723,858,9722,17813,20951,7654,7412,9871,1666,2512,5654,1367,26392,4340,53024,13386,1559,20281,7384,2776,27675,2724,9805,2030,12438,51689,2323,256,11389,5630,2899,7760,747
2021,11358,360,17466,5909,62647,6904,8275,1694,37555,20628,141,511,2160,24725,13822,6133,5182,7252,10728,859,9729,17818,20982,7665,7412,9874,1666,2513,5664,1367,26403,4342,53026,13401,1559,20281,7384,2780,27685,2724,9819,2033,12442,51741,2323,256,11392,5637,2901,7765,747
2021,11358,360,17466,5909,62681,6915,8276,1694,37585,20639,141,513,2160,24770,13822,6133,5182,7252,10732,860,9730,17823,20984,7671,7415,9874,1666,2515,5667,1368,26417,4345,53034,13413,1559,20309,7384,2783,27691,2724,9819,2035,12449,51798,2324,256,11396,5658,2901,7814,747
2021,11358,360,17480,5913,62701,6919,8276,1695,37656,20660,141,513,2160,24795,13822,6134,5183,7252,10738,860,9734,17825,20998,7675,7419,9875,1666,2516,5667,1369,26428,4346,53048,13426,1559,20309,7384,2784,27702,2726,9819,2038,12449,51845,2324,256,11402,5669,2904,7830,747
2021,11358,360,17497,5913,62723,6925,8278,1695,37678,20676,141,513,2160,24801,13836,6138,5182,7259,10748,860,9737,17835,20995,7680,7419,9914,1666,2516,5667,1369,26434,4346,53056,13432,1559,20309,7384,2786,27705,2726,9814,2038,12449,51874,2326,256,11412,5663,2908,7830,747
2021,11358,360,17509,5913,62760,6928,8279,1695,37705,20678,141,513,2161,24830,13844,6140,5188,7264,10757,860,9739,17841,20995,7680,7419,9919,1668,2517,5670,1371,26437,4346,53052,13432,1559,20344,7384,2786,27717,2727,9817,2038,12456,51891,2328,256,11415,5663,2908,7830,747
2021,11387,360,17531,5920,62811,6940,8279,1695,37772,20702,142,514,2164,24864,13850,6142,5189,7267,10757,860,9740,17850,20995,7687,7419,9924,1671,2517,5678,1371,26438,4346,53060,13432,1559,20344,7388,2790,27725,2728,9819,2038,12463,51908,2330,257,11419,5663,2908,7856,747
2021,11387,360,17547,5926,62857,6947,8279,1695,37772,20702,142,515,2165,24913,13855,6146,5192,7269,10757,861,9741,17854,20995,7692,7425,9939,1672,2517,5681,1371,26444,4348,53066,13439,1559,20344,7388,2791,27684,2728,9826,2038,12466,51949,2330,258,11423,5682,2910,7875,751
2021,11398,360,17555,5933,62903,6952,8279,1695,37772,20702,142,515,2167,24935,13863,6146,5192,7280,10757,861,9744,17868,21017,7698,7436,9948,1673,2517,5692,1371,26452,4349,53081,13443,1559,20344,7388,2792,27692,2728,9830,2038,12472,51986,2333,258,11423,5700,2909,7894,751
2021,11402,362,17555,5944,62928,6956,8279,1695,37772,20702,142,515,2167,24976,13863,6146,5192,7280,10763,862,9746,17872,21017,7703,7437,9949,1673,2517,5697,1371,26463,4355,53089,13450,1561,20344,7388,2794,27702,2728,9830,2039,12483,52019,2336,258,11427,5720,2916,7923,751
2021,11402,362,17569,5948,62947,6967,8279,1695,37836,20729,143,515,2167,25001,13863,6148,5192,7280,10765,862,9749,17872,21017,7703,7439,9949,1673,2517,5697,1372,26468,4356,53093,13447,1563,20366,7388,2794,27704,2728,9830,2039,12483,52064,2337,258,11431,5735,2917,7954,751
2021,11402,362,17576,5948,62979,6971,8278,1695,37877,20734,143,515,2167,25011,13863,6149,5190,7280,10771,862,9749,17883,21045,7703,7439,9950,1674,2517,5697,1372,26473,4356,53095,13447,1563,20366,7388,2796,27704,2730,9841,2039,12483,52096,2351,258,11434,5747,2919,7954,751
2021,11402,364,17594,5948,63014,6971,8279,1695,37913,20748,143,515,2167,25029,13884,6149,5196,7292,10781,862,9751,17886,21045,7708,7439,9979,1676,2518,5697,1372,26473,4356,53107,13447,1563,20380,7388,2799,27705,2730,9841,2039,12483,52105,2355,258,11436,5747,2919,7954,751
2021,11428,364,17609,5955,63163,6971,8279,1695,37985,20748,143,515,2167,25057,13892,6149,5196,7296,10781,862,9754,17893,21045,7708,7441,9986,1683,2519,5702,1372,26477,4360,53109,13447,1563,20380,7406,2803,27715,2730,9843,2039,12489,52116,2363,258,11441,5747,2919,7965,751
2021,11439,364,17628,5970,63215,6976,8279,1695,37985,20748,143,516,2172,25101,13909,6149,5208,7299,10781,867,9755,17903,21045,7710,7451,9995,1686,2519,5705,1372,26477,4361,53109,13447,1563,20380,7406,2808,27726,2730,9844,2039,12495,52147,2365,258,11448,5754,2919,7981,760
2021,11442,364,17628,5977,63236,6979,8279,1696,37985,20748,143,516,2174,25127,13914,6149,5208,7301,10789,877,9758,17907,21077,7715,7456,10002,1691,2519,5707,1372,26490,4364,53118,13468,1567,20380,7406,2811,27734,2730,9846,2039,12504,52185,2368,258,11450,5767,2919,7995,760
2021,11443,364,17628,5981,63247,6984,8279,1696,37985,20761,144,518,2174,25166,13914,6149,5208,7301,10798,878,9761,17911,21077,7715,7460,10002,1691,2519,5720,1373,26493,4374,53122,13473,1567,20411,7406,2811,27742,2730,9846,2040,12508,52219,2371,258,11450,5785,2920,8007,760
2021,11443,364,17628,5992,63249,6994,8279,1697,37985,20771,144,518,2174,25185,13914,6149,5219,7301,10808,882,9762,17915,21077,7715,7465,10003,1691,2519,5720,1374,26496,4381,53127,13488,1567,20411,7406,2811,27746,2730,9846,2040,12508,52266,2375,258,11450,5798,2934,8013,760
2021,11443,364,17648,5992,63260,7003,8279,1697,37985,20774,144,518,2178,25223,13923,6158,5219,7310,10821,882,9762,17917,21095,7717,7465,10054,1692,2519,5720,1374,26501,4381,53134,13496,1568,20411,7406,2811,27747,2730,9856,2040,12508,52281,2378,258,11459,5809,2936,8013,760
2021,11460,364,17653,5992,63284,7005,8282,1697,38097,20791,144,518,2179,25233,13933,6158,5220,7313,10828,882,9761,17922,21095,7720,7465,10069,1693,2519,5730,1375,26505,4381,53138,13496,1568,20437,7406,2812,27756,2730,9856,2040,12519,52292,2378,258,11467,5809,2936,8013,760
2021,11462,364,17673,6007,63340,7015,8282,1697,38157,20791,144,518,2181,25241,13938,6158,5220,7318,10828,882,9765,17929,21095,7723,7468,10081,1694,2519,5731,1375,26509,4385,53142,13496,1568,20437,7417,2818,27769,2730,9860,2040,12526,52300,2378,258,11471,5809,2936,8015,760
2021,11468,365,17698,6007,62965,7023,8282,1697,38157,20791,144,519,2182,25265,13939,6158,5232,7323,10828,887,9769,17937,21096,7725,7477,10089,1695,2519,5737,1375,26517,4389,53149,13512,1568,20437,7417,2819,27779,2730,9865,2040,12535,52328,2378,258,11477,5809,2936,8023,766
2021,11472,365,17700,6020,63000,7025,8282,1697,38157,20804,144,520,2185,25282,13940,6158,5232,7328,10841,891,9773,17939,21110,7728,7485,10097,1695,2519,5752,1375,26520,4394,53151,13515,1569,20437,7417,2822,27786,2730,9862,2040,12538,52363,2385,258,11477,5833,2936,8041,766
2021,11483,367,17700,6035,63120,7031,8282,1697,38157,20830,144,520,2185,25314,13940,6158,5232,7328,10861,891,9778,17939,21110,7728,7494,10097,1695,2520,5758,1381,26529,4396,53153,13522,1569,20449,7417,2822,27790,2731,9862,2041,12538,52396,2387,258,11477,5845,2939,8046,766
2021,11483,367,17713,6041,63132,7031,8282,1698,38211,20832,144,520,2185,25352,13940,6158,5234,7328,10874,897,9780,17947,21110,7728,7502,10102,1695,2520,5758,1381,26531,4399,53159,13529,1569,20449,7417,2822,27792,2731,9862,2041,12544,52426,2389,259,11483,5866,2944,8047,766
2021,11483,367,17715,6048,63155,7038,8282,1698,38282,20851,144,520,2190,25372,13952,6170,5234,7344,10889,897,9781,17949,21131,7731,7502,10139,1695,2520,5758,1381,26536,4399,53170,13533,1569,20449,7417,2826,27795,2732,9857,2041,12544,52449,2393,259,11487,5881,2946,8047,766
2021,11492,367,17742,6054,63167,7040,8286,1698,38327,20862,144,520,2190,25386,13958,6170,5235,7347,10900,897,9782,17953,21131,7732,7502,10150,1699,2520,5761,1381,26539,4399,53175,13533,1569,20467,7417,2829,27805,2736,9860,2041,12548,52458,2393,259,11491,5881,2946,8047,766
2021,11510,367,17740,6077,63206,7040,8286,1698,38388,20862,144,521,2193,25413,13964,6170,5236,7349,10900,898,9788,17957,21131,7737,7508,10165,1704,2520,5761,1381,26545,4402,53176,13533,1569,20467,7454,2830,27813,2736,9870,2041,12555,52464,2393,259,11493,5881,2946,8064,766
2021,11516,369,17761,6087,63251,7050,8286,1698,38395,20862,144,524,2197,25430,13963,6170,5275,7351,10900,899,9792,17960,21132,7741,7523,10179,1704,2520,5789,1381,26557,4404,53181,13551,1569,20467,7454,2837,27819,2736,9876,2041,12559,52494,2399,259,11500,5894,2949,8067,776
2021,11516,369,17768,6099,63143,7056,8286,1698,38395,20868,144,524,2199,25452,13965,6170,5275,7355,10914,899,9798,17966,21150,7743,7529,10189,1704,2520,5797,1382,26562,4409,53191,13557,1569,20467,7454,2848,27820,2736,9878,2041,12573,52518,2402,259,11500,5821,2954,8077,776
2021,11536,372,17768,6110,63145,7062,8288,1700,38395,20875,144,524,2199,25469,13965,6170,5275,7355,10934,899,9801,17971,21150,7743,7533,10189,1704,2521,5817,1384,26564,4410,53195,13566,1569,20490,7454,2848,27823,2737,9878,2043,12580,52554,2407,259,11500,5836,2956,8092,776
2021,11536,372,17779,6123,63150,7063,8288,1830,38422,20897,144,526,2199,25481,13965,6170,5282,7355,10948,900,9806,17976,21152,7743,7543,10194,1704,2521,5817,1384,26568,4412,53200,13578,1570,20490,7454,2848,27827,2738,9878,2043,12580,52597,2410,259,11506,5846,2961,8099,776
2021,11536,372,17791,6141,63205,7066,8288,1833,38480,20909,144,526,2204,25490,13965,6183,5282,7362,10968,900,9807,17977,21173,7746,7543,10251,1708,2523,5817,1385,26573,4412,53207,13586,1570,20490,7454,2857,27827,2738,9882,2043,12580,52621,2413,259,11515,5857,2965,8099,776
2021,11542,372,17809,6157,63224,7079,8293,1833,38566,20917,144,526,2210,25505,13980,6183,5282,7366,10999,900,9808,17982,21173,7749,7543,10266,1716,2524,5837,1385,26575,4412,53214,13586,1570,20492,7454,2863,27831,2739,9883,2043,12596,52634,2413,259,11522,5857,2965,8099,776
2021,11561,374,17822,6199,63254,7079,8293,1833,38670,20917,144,529,2211,25531,13993,6183,5284,7368,10999,900,9810,17986,21173,7753,7556,10283,1718,2524,5854,1385,26579,4416,53216,13586,1570,20492,7485,2864,27838,2739,9894,2043,12616,52634,2413,259,11525,5858,2965,8109,776
2021,11574,376,17838,6215,63290,7080,8293,1833,38670,20917,144,531,2215,25552,13999,6183,5294,7370,10999,900,9813,17987,21174,7756,7590,10294,1720,2524,5874,1385,26586,4417,53219,13590,1571,20492,7485,2865,27842,2739,9904,2043,12628,52656,2416,260,11532,5825,2972,8126,786
2021,11600,381,17843,6230,63309,7090,8293,1833,38670,20931,144,534,2218,25566,14005,6183,5294,7377,11026,900,9818,17989,21202,7761,7597,10310,1722,2524,5900,1385,26589,4418,53228,13600,1572,20492,7485,2867,27850,2739,9904,2043,12636,52681,2420,260,11532,5842,2972,8128,786
2021,11624,381,17843,6247,63337,7096,8293,1833,38670,20946,144,534,2218,25566,14005,6183,5294,7378,11085,900,9818,17990,21202,7761,7613,10313,1722,2527,5912,1386,26590,4421,53235,13616,1572,20530,7485,2867,27850,2739,9904,2050,12638,52715,2424,260,11532,5850,2974,8134,786
2021,11624,381,17858,6269,63353,7097,8292,1833,38748,20956,144,534,2218,25566,14005,6183,5301,7378,11129,901,9825,17992,21203,7761,7621,10320,1722,2535,5912,1386,26595,4427,53236,13634,1573,20530,7485,2867,27855,2739,9904,2050,12638,52751,2425,260,11534,5852,2975,8135,786
2021,11625,381,17868,6290,63370,7097,8292,1835,38840,20967,144,534,2226,25592,14012,6193,5299,7393,11162,901,9828,17993,21210,7767,7621,10403,1723,2535,5912,1387,26602,4427,53248,13651,1573,20530,7485,2867,27857,2739,9915,2050,12638,52768,2425,260,11536,5863,2976,8135,786
2021,11648,382,17875,6301,63425,7112,8296,1835,38896,20978,144,535,2228,25600,14025,6193,5318,7406,11210,901,9829,17994,21210,7771,7621,10432,1726,2536,5918,1387,26607,4427,53250,13651,1573,20556,7485,2872,27868,2739,9917,2050,12664,52772,2425,260,11541,5867,2976,8135,786
2021,11689,383,17903,6322,63490,7113,8296,1835,39079,20978,144,535,2238,25608,14039,6193,5322,7421,11210,901,9835,17997,21210,7776,7649,10459,1726,2535,5929,1387,26606,4427,53257,13651,1573,20556,7531,2878,27883,2740,9930,2050,12680,52796,2425,260,11546,5867,2976,8144,786
2021,11724,383,17914,6346,63543,7118,8296,1836,39079,20978,144,535,2238,25630,14045,6193,5335,7426,11210,901,9840,17998,21220,7781,7685,10481,1729,2535,5953,1387,26614,4432,53266,13681,1573,20556,7531,2884,27890,2740,9939,2050,12689,52824,2434,260,11558,5881,2978,8144,793
2021,11765,386,17913,6366,63555,7125,8296,1836,39079,20998,144,537,2247,25637,14054,6193,5335,7432,11260,903,9842,17998,21221,7787,7710,10490,1730,2541,5979,1387,26625,4439,53274,13695,1574,20556,7531,2886,27898,2740,9950,2050,12703,52855,2441,260,11558,5887,2990,8154,793
2021,11765,386,17913,6396,63586,7132,8296,1837,39079,21022,144,539,2247,25637,14054,6193,5335,7432,11353,904,9846,17998,21243,7787,7730,10491,1730,2542,6005,1388,26629,4443,53281,13716,1576,20580,7531,2886,27902,2740,9950,2051,12731,52892,2447,260,11558,5930,2997,8158,793
2021,11798,386,17930,6432,63597,7139,8297,1837,39179,21033,145,539,2247,25637,14054,6193,5355,7432,11408,904,9849,17998,21245,7787,7761,10496,1730,2546,6005,1389,26636,4448,53294,13740,1576,20580,7531,2886,27902,2740,9950,2051,12731,52919,2450,262,11571,5939,3001,8182,793
2021,11799,386,17936,6445,63610,7140,8297,1838,39319,21063,145,540,2255,25665,14064,6210,5356,7449,11462,904,9857,18005,21277,7791,7761,10625,1736,2546,6005,1389,26645,4448,53301,13752,1576,20580,7531,2890,27903,2743,9981,2052,12731,52947,2451,263,11578,5949,3008,8182,793
2021,11832,386,17939,6467,63662,7155,8307,1838,39403,21095,145,540,2261,25667,14091,6210,5389,7454,11519,904,9861,18008,21277,7798,7761,10642,1743,2546,6040,1389,26650,4448,53315,13752,1576,20614,7531,2899,27914,2743,9992,2052,12747,52956,2451,263,11581,5948,3008,8182,793
2021,11872,391,17961,6498,63709,7167,8307,1838,39695,21095,145,542,2281,25674,14110,6210,5393,7467,11519,907,9869,18011,21277,7808,7813,10661,1749,2546,6080,1389,26650,4453,53318,13752,1576,20614,7594,2904,27925,2743,10007,2052,12787,52966,2451,264,11583,5948,3008,8185,793
2021,11914,395,17975,6539,63649,7170,8307,1840,39695,21095,145,543,2282,25687,14116,6210,5417,7472,11519,909,9870,18011,21296,7816,7880,10675,1752,2546,6096,1389,26659,4457,53331,13775,1579,20614,7594,2912,27941,2743,10019,2053,12794,52992,2466,264,11599,5956,3016,8189,809
2021,11942,395,17979,6565,63648,7179,8307,1849,39695,21123,145,544,2284,25696,14128,6210,5417,7485,11584,921,9873,18011,21299,7822,7916,10693,1756,2546,6120,1389,26665,4461,53346,13784,1579,20614,7594,2915,27957,2743,10039,2055,12812,53035,2471,264,11599,5963,3017,8196,809
2021,12000,397,17979,6581,63648,7186,8307,1851,39934,21154,146,545,2284,25696,14128,6210,5417,7486,11706,922,9878,18011,21344,7822,7937,10694,1756,2547,6160,1391,26672,4465,53352,13806,1580,20648,7594,2915,27966,2743,10039,2056,12840,53070,2479,264,11599,5984,3036,8198,809
2021,12000,397,18000,6614,63648,7186,8304,1851,40167,21183,146,549,2284,25696,14128,6210,5425,7486,11793,924,9887,18012,21344,7822,7991,10697,1756,2547,6160,1393,26681,4474,53360,13822,1581,20648,7594,2915,27966,2744,10039,2057,12840,53118,2486,264,11618,5992,3049,8209,809
2021,12000,397,18004,6645,63710,7190,8307,1854,40171,21219,146,549,2302,25696,14144,6226,5427,7504,11851,924,9891,18012,21384,7827,7991,10807,1760,2549,6160,1394,26692,4474,53400,13842,1582,20648,7594,2929,27966,2744,10108,2057,12840,53141,2494,264,11625,5994,3054,8209,809
2021,12000,397,18003,6674,63748,7198,8330,1854,40528,21266,146,549,2309,25727,14173,6226,5427,7511,11918,924,9896,18013,21384,7830,7991,10819,1768,2550,6190,1395,26695,4474,53429,13842,1582,20689,7594,2937,27993,2744,10115,2057,12884,53156,2494,267,11632,5994,3054,8209,809
2021,12000,410,18009,6704,63805,7205,8337,1854,40766,21266,146,551,2317,25733,14198,6226,5429,7523,11918,924,9899,18017,21384,7835,8047,10832,1773,2550,6223,1395,26696,4483,53439,13842,1582,20689,7676,2944,28018,2744,10140,2057,12916,53171,2494,268,11638,5994,3064,8212,809
2021,12103,421,18029,6749,63870,7213,8337,1857,40766,21266,146,555,2320,25748,14214,6226,5520,7532,11918,926,9907,18020,21396,7843,8158,10855,1781,2550,6248,1395,26715,4485,53454,13890,1584,20689,7676,2952,28040,2744,10182,2057,12943,53210,2503,270,11647,5994,3074,8223,835
2021,12153,421,18033,6774,63874,7217,8337,1869,40766,21299,146,559,2328,25755,14228,6226,5520,7572,11977,926,9916,18020,21397,7853,8180,10877,1783,2550,6259,1395,26721,4490,53476,13912,1587,20689,7676,2958,28059,2744,10213,2057,12995,53275,2511,270,11647,6011,3084,8229,835
2021,12219,421,18035,6806,63877,7229,8335,1872,41123,21343,146,560,2328,25755,14228,6226,5520,7572,12116,928,9922,18020,21436,7853,8214,10880,1783,2552,6280,1396,26731,4499,53486,13969,1588,20729,7676,2958,28075,2747,10213,2059,13041,53309,2518,270,11647,6027,3106,8234,835
2021,12222,421,18055,6836,63954,7231,8335,1875,41130,21384,150,561,2328,25755,14228,6226,5522,7572,12226,930,9938,18024,21436,7853,8279,10885,1783,2550,6280,1396,26739,4507,53519,14021,1592,20729,7676,2958,28076,2747,10213,2060,13041,53367,2521,270,11675,6040,3117,8240,835
2021,12222,421,18076,6854,63972,7234,8335,1877,41138,21431,151,561,2333,25781,14263,6268,5525,7606,12298,930,9943,18033,21509,7860,8279,11042,1787,2551,6280,1397,26750,4507,53532,14072,1592,20729,7676,2971,28076,2748,10314,2062,13041,53402,2525,270,11693,6050,3117,8240,835
2021,12283,421,18083,6879,64002,7246,8355,1877,41937,21478,151,562,2364,25796,14320,6268,5561,7633,12359,930,9948,18035,21509,7868,8279,11066,1800,2553,6306,1397,26752,4507,53548,14072,1592,20799,7676,2986,28098,2752,10324,2062,13102,53420,2525,271,11715,6050,3124,8240,835
2021,12291,427,18100,6912,64041,7249,8358,1877,42252,21478,152,570,2372,25806,14340,6268,5562,7698,12359,932,9956,18041,21509,7875,8361,11081,1803,2553,6352,1397,26755,4514,53564,14072,1592,20799,7812,2997,28131,2753,10357,2062,13132,53450,2525,273,11730,6050,3124,8253,835
2021,12330,431,18114,6934,64083,7256,8358,1880,42252,21478,152,570,2380,25814,14352,6268,5575,7721,12359,934,9967,18046,21534,7886,8409,11110,1807,2553,6376,1397,26775,4520,53601,14133,1592,20799,7812,3016,28158,2753,10413,2067,13132,53514,2537,275,11769,6051,3148,8261,858
2021,12394,431,18117,6969,64085,7265,8358,1887,42252,21543,152,579,2380,25823,14373,6268,5575,7739,12359,937,9963,18046,21535,7892,8490,11123,1811,2557,6398,1402,26796,4531,53620,14168,1593,20799,7812,3033,28180,2753,10452,2069,13201,53579,2537,275,11769,6070,3151,8282,858
2021,12414,431,18117,7003,64086,7280,8358,1888,42716,21588,152,584,2380,25820,14373,6268,5575,7743,12359,940,9971,18046,21603,7892,8507,11128,1811,2557,6433,1405,26807,4546,53646,14224,1594,20866,7812,3033,28208,2757,10452,2069,13241,53656,2549,275,11769,6076,3169,8287,858
2021,12415,431,18117,7022,64127,7288,8358,1888,42722,21676,154,586,2380,25820,14373,6268,5583,7743,12582,940,9983,18053,21603,7892,8540,11138,1811,2558,6433,1408,26826,4554,53662,14288,1596,20866,7812,3033,28213,2759,10452,2071,13241,53730,2563,275,11810,6086,3189,8290,858
2021,12416,431,18127,7038,64132,7288,8358,1891,42731,21767,155,586,2380,25841,14419,6307,5589,7796,12656,940,9995,18065,21657,7898,8540,11271,1811,2561,6433,1410,26844,4554,53691,14334,1596,20866,7812,3056,28214,2760,10562,2072,13241,53788,2572,276,11842,6093,3207,8290,858
2021,12420,431,18137,7057,64146,7307,8394,1891,43632,21826,155,586,2412,25847,14491,6307,5610,7826,12707,940,10004,18071,21657,7904,8540,11306,1819,2564,6479,1415,26849,4554,53722,14334,1596,20947,7812,3085,28235,2762,10598,2072,13322,53816,2572,277,11861,6093,3207,8290,858
2021,12488,433,18144,7070,64174,7319,8394,1891,43979,21826,160,599,2427,25854,14520,6307,5613,7842,12707,940,10014,18079,21657,7910,8664,11323,1828,2564,6510,1415,26864,4554,53745,14334,1596,20947,8001,3103,28235,2764,10684,2072,13378,53853,2572,279,11879,6093,3207,8295,858
2021,12552,439,18170,7108,64219,7324,8394,1891,43979,21826,160,603,2448,25860,14545,6307,5657,7884,12707,946,10024,18082,21657,7932,8685,11343,1830,2564,6539,1415,26882,4564,53769,14428,1596,20947,8001,3112,28325,2764,10743,2072,13410,53953,2584,280,11899,6096,3238,8299,879
2021,12605,439,18171,7142,64220,7346,8394,1894,43979,21911,160,610,2466,25867,14570,6307,5657,7907,12707,951,10040,18082,21691,7937,8787,11348,1834,2564,6565,1416,26902,4579,53792,14485,1599,20947,8001,3130,28352,2764,10781,2074,13446,54061,2593,281,11899,6106,3261,8302,879
2021,12673,441,18171,7169,64225,7370,8394,1900,44553,22007,169,611,2466,25867,14570,6307,5659,7910,12779,959,10051,18082,21745,7937,8870,11356,1834,2566,6583,1417,26919,4587,53823,14546,1603,21020,8001,3130,28380,2769,10781,2077,13522,54200,2605,282,11899,6112,3296,8305,879
2021,12676,441,18183,7199,64265,7370,8395,1900,44561,22132,171,621,2474,25867,14570,6307,5659,7910,12915,961,10061,18084,21745,7937,8905,11358,1834,2565,6583,1420,26929,4607,53847,14642,1603,21020,8001,3130,28395,2770,10781,2079,13522,54345,2615,282,11929,6114,3313,8300,879
2021,12678,441,18185,7232,64296,7375,8415,1900,44571,22263,171,623,2487,25881,14570,6337,5662,7910,12992,961,10073,18086,21807,7937,8905,11369,1842,2568,6583,1421,26942,4607,53875,14726,1605,21020,8001,3170,28398,2772,10945,2084,13522,54441,2623,282,11947,6124,3370,8300,879
2021,12718,442,18200,7267,64325,7397,8416,1900,45909,22373,171,623,2508,25886,14623,6337,5717,7963,13056,961,10087,18091,21807,7949,8905,11503,1847,2569,6583,1426,26948,4607,53925,14726,1605,21154,8001,3211,28408,2772,10972,2084,13522,54488,2623,282,11977,6124,3370,8300,879
2021,12784,449,18224,7298,64372,7403,8424,1900,46324,22373,180,623,2561,25893,14709,6337,5719,8001,13056,969,10094,18093,21807,7958,8976,11532,1858,2569,6604,1426,26952,4621,53949,14726,1605,21154,8208,3233,28446,2773,10996,2084,13612,54537,2623,283,12010,6124,3370,8306,879
2021,12856,451,18246,7334,64415,7420,8424,1902,46324,22373,180,630,2601,25908,14759,6337,5783,8040,13056,976,10115,18095,21840,7967,9061,11556,1865,2569,6637,1426,26978,4633,53965,14726,1608,21154,8208,3257,28498,2773,11050,2088,13693,54643,2628,284,12036,6134,3424,8311,918
2021,13048,451,18251,7362,64417,7433,8424,1911,46324,22373,180,638,2614,25916,14783,6337,5783,8072,13121,979,10124,18095,21841,7985,9100,11570,1877,2571,6681,1426,27007,4651,54007,14848,1612,21154,8208,3281,28535,2773,11149,2092,13767,54819,2634,287,12036,6141,3441,8314,918
